,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
Lewy body load,2.9340949153926484e-20,0.003711022055312059,0.5076510319288814,0.027066499671605397,4.3558823969648245e-08,3.352373406782905e-44,1.8595558587510094e-33,0.5400971071064111,7.778650398520058e-14,2.043164916913406e-105,0.015076158770585666,2.6758415704220427e-28,1.0604738506937196e-20
TDP-43 stage,2.9203102834435337e-80,0.6639029957723244,6.610987700503832e-199,3.852730032516771e-74,0.0,1.5142043468052747e-243,0.7922120335724133,1.0087995872268057e-44,6.226728689919536e-25,2.1229719028912776e-308,0.0001359522640223064,0.11701709042307722,0.05025225010831239
Pathologic diagnosis of Lewy Body disease,7.757644298112885e-15,1.626834065531947e-15,1.0763604821128038e-21,0.000505010104652243,6.618286599031243e-06,5.991143571256404e-75,3.58678589605885e-66,0.0016160608132973204,3.3974470783102477e-51,8.601207056197208e-129,5.339743107259141e-18,3.646186186351048e-27,1.1114894149899173e-31
Parkinson's-like symptoms,2.906002616893515e-61,0.05735236550210132,0.000577017058147106,7.744115315375895e-34,3.0036632501213723e-24,2.6554883451127784e-225,1.366435706149084e-26,6.646284055073935e-103,1.8580224472158346e-14,8.020746408795054e-151,0.0003902976906571032,4.3742287473270654e-277,1.4443169498003037e-46
CERAD score,0.2606415145437452,1.9021188614140901e-22,6.037423245721928e-22,3.79630086643664e-12,7.884476559085685e-156,0.0,2.282279384106251e-236,4.1895610603592256e-33,5.534673197086168e-07,8.592947760271949e-156,6.857948494859579e-107,2.667214713692057e-11,0.64064496005713
ε4 status,1.5209819621189585e-31,4.511266049015267e-83,6.142400237647603e-23,7.412698335683892e-20,1.4196235617170937e-113,0.0,6.18614235092892e-40,3.1013797046871784e-05,6.00097307875832e-20,1.4085934518267244e-52,0.1599425931201537,6.092389209964972e-06,6.141709688083777e-08
Neurofibrillary tangle scores,0.32920144317567257,1.9836796057995103e-70,1.2321597350792318e-131,2.0187175269767166e-18,1.4776177197289986e-74,4.241366584079556e-306,0.0,7.444589365825185e-172,1.441511127341267e-88,0.0,9.462733748030514e-92,1.4130266341587875e-19,4.202358389117936e-22
Neurofibrillary tangle burden,7.370175706852746e-19,4.497900744921746e-34,1.7789526176104067e-109,2.1272294218999982e-05,1.5810834836798973e-18,0.0,2.036325867445891e-248,2.080566100235683e-131,5.101760755377364e-46,0.0,2.1983253337452594e-53,1.431243983262505e-99,1.7301068276943746e-32
Tau Tangle Density,1.3954880742716548e-45,3.735474864248823e-12,4.285478154444237e-110,0.3316452019363929,0.7056947025669619,0.0,5.741632705981441e-272,1.4246926235468502e-111,8.135751153045968e-23,0.0,7.285531149475302e-44,6.117453105308202e-81,9.315768452122408e-29
Amyloid load,2.4485500722081478e-09,0.17555783745888942,3.421624682253977e-128,0.012227912182960585,2.7039550770462642e-266,0.0,0.0,7.831803350994875e-52,6.331784625932021e-22,7.178362202111248e-279,0.0,1.723503272141571e-07,1.5696646065420692e-05
Presence of neurite plaques,9.75184184775239e-14,1.699768157112013e-16,3.7716198491679654e-30,4.2506284300761306e-54,2.47700399404799e-137,5.85157778916369e-304,6.277651803385159e-62,2.307651038369436e-07,1.4425846873762693e-13,2.1316941377267771e-128,4.073337138220831e-89,1.9336537430574858e-49,0.49965152147024205
MMSE score,0.5556680830094171,0.024068171207990468,9.062907527260896e-42,0.028968873692039123,2.7449633913126003e-116,0.0,2.1718885239415213e-161,1.112335881732409e-100,0.39386784004397357,0.0,9.600447149563035e-54,6.6268266773490775e-143,1.3939261626898588e-64
Global cognitive function,1.4455845957993907e-19,3.695728450029126e-21,1.5745713147102225e-10,0.05647989599353783,2.1645708681322305e-143,0.0,8.729815741164942e-54,1.6035873185303355e-75,0.006657530347839301,1.5818093307579945e-193,0.00011482635283979527,1.4100366886670593e-288,2.7323723724644467e-31
Global AD pathology burden,0.0008707170538785249,2.1297703166071297e-20,1.102167531832088e-39,5.258243017096482e-29,2.187159451835555e-158,0.0,5.0878764009425435e-203,2.2383836712879988e-29,5.542061309052524e-07,1.093837967034667e-218,2.90320058547135e-126,5.463185965887228e-91,1.239399322631006e-09
