,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
Chronic microinfarcts,0.0,5.6964523728694156e-269,4.110239290814966e-17,0.0005868187859300495,0.05901249128276923,0.00022910151700607828,2.7076202783364005e-211,9.260315141421855e-26,7.141394959200793e-16,4.936272852825459e-35,1.839801265520304e-291,0.009117589365346561,0.0
Gross chronic infarcts,0.0,1.5075013143515474e-34,3.6831377783438095e-20,0.004807959783141602,0.0,9.272876088690475e-41,2.0695030053599845e-113,7.983902295535215e-10,9.9711195743165e-108,1.3078010508400064e-25,1.3582422836150185e-113,8.482698219260212e-21,1.0568985134408514e-23
Arteriolosclerosis,2.3931286287489375e-76,0.44476719615875626,0.0011217355229757174,9.287725821678817e-246,0.0,0.8464480197418496,0.0,8.235106387601292e-29,2.8491087150177167e-12,0.048604948098589285,0.0,7.91231119300297e-31,0.0
Cerebral atherosclerosis,0.0,6.275825712876036e-12,1.3630035409935782e-139,1.1930645216984173e-30,0.0,0.0,5.983686925685379e-15,2.4364988977166592e-27,3.744434634423626e-37,1.0687527112999171e-64,3.980528387114033e-120,2.0817488965120636e-173,0.0
Cerebral amyloid angiopathy,1.6770565297591333e-103,8.122453848676253e-87,1.212286240019848e-140,1.7777631837925958e-96,3.370836326106819e-67,1.2960387568980467e-111,5.688396205283535e-07,4.431653629635507e-149,5.268439073808625e-146,2.2377574515396477e-34,2.0075918777539002e-213,1.2548896144708437e-52,3.811858202872762e-78
Lewy body load,1.7940387667980088e-19,2.5667476357156173e-76,2.0815484963501276e-14,1.4204363399058315e-28,5.771463132254403e-106,1.4928149960513602e-126,0.05810828526636435,0.00823792832907022,4.532754253939345e-189,6.77990280052475e-51,7.974686229044442e-13,6.797048859975863e-11,0.0
TDP-43 stage,0.0,2.680421769050854e-186,2.5147032271067328e-132,7.77575555334378e-155,1.3917672421037835e-201,0.0,4.712638211492654e-37,2.7498062502260074e-16,1.16064098104069e-53,3.932444648849346e-173,0.0,6.4397089199049294e-40,5.656028807091349e-11
Pathologic diagnosis of Lewy Body disease,4.493130140398297e-70,1.9851211833484505e-123,1.8044611916891225e-52,2.1253464344335768e-20,3.377160997651216e-17,3.593535519983752e-152,0.0027232534077237616,0.014256259065103182,5.705076753883269e-141,7.287649758899518e-61,7.407477884246669e-82,2.5176518104404594e-45,0.0
Parkinson's-like symptoms,0.0,2.984376344816822e-60,5.975109913164746e-64,0.0,0.0,5.074111436024652e-28,7.227925808627705e-224,2.7786539421218548e-179,1.6377910547070904e-51,2.1078335110837546e-23,6.240178024782891e-219,2.066731266471106e-213,0.0
CERAD score,0.07789908372314557,7.7044616137629e-13,0.0,1.3747260862122953e-46,8.109296256055311e-271,0.0,0.0,0.0,1.760601633520296e-101,3.545289846666687e-114,0.0,5.983012610283308e-27,9.468550223360515e-20
ε4 status,4.124997790889048e-119,0.3937410015320858,1.0874447609985039e-64,1.1056628277336191e-20,0.0,4.44961700727347e-247,8.468674331585493e-116,6.626521528448017e-135,3.0238578696029743e-06,3.4049267560273845e-67,2.7994801931654473e-297,8.52389772479573e-132,2.5236959634299815e-17
Neurofibrillary tangle scores,0.013755217209409452,2.542917016113079e-134,0.0,8.524782419780396e-225,3.058031155110614e-261,4.2385528532993894e-17,0.0,0.0,1.2455308877323204e-166,0.0,1.368302996014407e-31,6.259305340465831e-69,0.0
Neurofibrillary tangle burden,8.04287038991938e-40,1.0257836181479528e-49,0.0,4.667062028066418e-276,0.0,1.6721772995144005e-20,0.0,0.0,1.0374469824719465e-161,2.8415441749958386e-248,0.0,3.2644352384708393e-18,3.0231084986999493e-168
Tau Tangle Density,7.959335061541825e-217,1.0871258115204644e-19,8.184819718134715e-233,0.0,0.0,1.1475896004636792e-20,0.0,9.36700378356752e-242,1.7488655329346719e-209,0.0,0.0,0.06983687988258326,9.071832739430583e-141
Amyloid load,0.05028026791374314,7.385047002978592e-37,3.2390966479908396e-194,2.3410869567916572e-144,0.0,0.0,0.0,0.0,1.841700830756078e-23,0.0,7.412063383823774e-83,0.023516572087920008,0.0
Presence of neurite plaques,1.572061296188369e-16,0.20279198571138768,8.317685944823985e-222,5.174672828601154e-35,5.53245963256622e-274,0.0,0.0,0.0,2.066765444990124e-37,5.674686687934663e-178,0.0,0.11433445016177679,4.1123881705786714e-76
MMSE score,1.0757050425095994e-213,2.0594710608052488e-234,1.1506700779695378e-16,0.0,0.0,0.0,0.0,0.0,3.0006780788726883e-83,0.0,0.0,2.859481610462103e-20,2.8575735329168567e-81
Global cognitive function,0.0,8.194485251314036e-231,1.762208533227351e-23,1.4733448235971262e-172,0.0,3.121215060082958e-73,0.0,2.8060026282461362e-213,1.20327501779439e-105,5.362570094809697e-213,0.0,4.29126719856098e-09,1.2906269700817637e-47
Global AD pathology burden,1.3549109852491706e-25,4.7783506789959634e-11,0.0,1.3899554602744325e-308,0.0,1.400086909673352e-110,0.0,0.0,6.934519624189264e-175,3.139881197137024e-239,0.0,0.41993835135748014,0.0012722373562990771
