,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
Cancer,0.01922613813345953,9.292701592100782e-80,1.3741172969486187e-08,7.066753672901404e-08,1.2805343247557686e-13,2.9660094931617835e-64,1.0440924174836832e-85,0.08773671610777713,2.3269952728215505e-29,7.697341097331084e-13,1.2177801383483294e-10,8.577933253150575e-08,0.26244990909362276
BMI,1.3957392292877357e-07,3.0479082614108595e-41,0.8023040127704937,2.331639459771779e-09,4.9033714635489e-06,5.354285165419159e-07,0.0019277356438409398,1.2876676571862948e-17,4.944673932104951e-08,1.2735455164073629e-45,7.780854445777444e-26,1.0760782534442099e-11,2.237881181271571e-08
Clinical depression,4.037932613815348e-08,3.1463551236857134e-07,1.3314377584093382e-28,0.0678117181201197,2.1136361104435831e-10,5.754433540752805e-41,9.09569951867484e-09,0.01442509577617101,6.376603450040993e-11,2.2324969901822086e-13,2.5545001080490475e-11,0.4763996634773495,1.3720423673897064e-16
Presence of one or more chronic infarcts,0.7907764677824146,9.441149049491217e-149,1.3038099512012945e-38,0.5701179947413233,6.631798684547294e-47,8.717355473327578e-55,0.9802262297192825,0.004598910807667162,0.8484417463603139,7.87716048991858e-16,0.34466228741010174,0.375887440968698,0.5993070619746436
Chronic microinfarcts,3.1886765006868053e-05,0.0,5.195118484329621e-16,2.988081518849589e-57,0.00797380743226793,1.034601393853967e-22,2.3621315988607915e-07,3.871937766005478e-11,1.616675904579267e-20,2.3002662871614165e-55,7.353608811558905e-06,4.5677381055873055e-07,0.06702062974504262
Gross chronic infarcts,5.650695281198983e-14,7.087854468772171e-27,1.7124300633421532e-22,0.02250660736507907,2.946930007011297e-64,3.638049518061627e-46,0.8357785703126726,0.08310492877476619,2.450208605010634e-12,3.5973286153414775e-05,8.518093174342595e-36,3.0043872826606645e-05,0.009451301062462829
Arteriolosclerosis,4.329444825867872e-05,0.12068610914297163,2.208310530655108e-06,1.393658056368758e-10,4.697850908307429e-82,2.1534694449804964e-05,1.9709687002428e-106,1.059236053354263e-33,1.5737202752207919e-43,1.5589815122309135e-76,8.365606865328852e-72,1.99292405580891e-11,6.801842430951085e-19
Cerebral atherosclerosis,4.435232192213779e-68,0.1828845198053397,6.0314303998683536e-34,1.5988341590811778e-22,1.3373897529467246e-49,4.375273917600507e-84,5.736863572299794e-57,6.684599011283649e-54,9.232569825972876e-07,4.4492149760978236e-103,0.002362716901520115,0.0012075907776606025,1.1494204005365865e-32
Cerebral amyloid angiopathy,8.050738275817241e-06,1.2709528308478962e-66,9.418658053995872e-37,1.5092961968667715e-05,0.25689190940031814,1.0328631964685655e-71,5.732693697168337e-106,3.1833928596061837e-13,3.0218743958244385e-07,0.5358091391727999,1.1996461815659798e-27,0.0009009761174107879,0.00024355837715993772
Lewy body load,1.7942225179398108e-26,8.52088300076939e-07,0.16936776035645862,0.0005545538304258427,9.918433089775554e-13,2.5325087596967577e-08,1.9263379588853538e-46,1.7558752841772203e-11,2.0736559900383363e-38,2.0289576669167812e-61,9.03120831405263e-10,2.973181978270857e-09,0.4080474816062746
TDP-43 stage,2.5411967099151294e-13,6.849007774813398e-179,1.2642528000366687e-17,2.0784636718975622e-05,0.0003158291965947999,3.102362300325375e-131,1.8447287786200974e-110,0.001817483605651905,2.554716062023562e-179,2.2144653674974658e-26,5.47161338613852e-150,4.1638869307798744e-07,6.406213257743305e-29
Pathologic diagnosis of Lewy Body disease,2.3402523924635135e-56,4.221191501491325e-18,0.03246102471627873,0.023039494587747636,4.420973833168497e-10,7.762806030180249e-08,7.46002098922908e-44,2.355174955417505e-35,2.051907102496437e-22,3.735525920892919e-74,0.11076646027162702,0.0025703022514798313,5.785347090095184e-10
Parkinson's-like symptoms,2.0612047585449373e-20,7.894439093751465e-283,2.8419469928920967e-32,2.24585112230797e-46,5.0675114822952695e-61,0.0004648037707762484,2.4059163349507676e-23,1.3525447464390318e-15,0.0001311145804874471,7.878011724828096e-30,2.0832080180353238e-160,8.201430630389627e-158,6.943126989324924e-38
CERAD score,2.5382831925046077e-08,0.0011194237980051167,3.9718020267863483e-13,1.4274288015462247e-19,3.856275570376639e-19,5.9343330045894425e-59,0.0,2.6576294735750024e-186,5.729797472874107e-58,0.7047127256428151,1.5297824973735745e-12,0.00046313441516763354,0.026086059994758222
ε4 status,5.18402787601618e-11,2.4834409327541837e-35,9.575603943571963e-43,0.0012655045891063047,1.4545187126771326e-22,1.873109983307303e-29,2.885314213198574e-86,7.0351004626632556e-06,1.8276973829020568e-41,7.345201749692948e-06,2.2336202699770313e-128,4.201025605306094e-56,6.06902770936466e-12
Neurofibrillary tangle scores,5.158527772523358e-44,5.216192991622862e-31,0.013782103293352449,2.4791176743119353e-37,4.119800841718323e-76,0.6088051321816932,2.34044981646831e-203,0.0,7.311128403682573e-93,1.0598181675480193e-41,0.4334191197424646,3.490856790992718e-10,1.6163591765767279e-71
Neurofibrillary tangle burden,1.648114502308771e-07,1.5846711113226628e-32,0.002689931470177797,9.107935220697435e-44,1.264907446269127e-70,0.035816860885202334,1.0701113238286542e-276,1.251974043450772e-261,3.807965628511995e-117,0.09782536155104897,1.6202823735172856e-40,0.00011400435626216299,2.0391340667568807e-44
Tau Tangle Density,0.022358870052788332,4.698013739417062e-15,1.1757555339784965e-07,3.0759024144104064e-83,1.0596663761591943e-133,8.625896159523732e-17,1.915315523748136e-254,5.2097386365205775e-208,6.354159091104407e-160,1.6296299170100632e-07,6.65967047508591e-56,3.8409154341243933e-16,7.424640418457734e-13
Amyloid load,0.05065584343180874,5.550114049689823e-05,0.006178620754065866,1.8828359326853675e-65,4.345332947330634e-44,3.816679342799062e-16,0.0,0.0,1.63524580660902e-14,4.190721039474983e-28,2.1292397312280913e-09,1.571510190933924e-08,0.7987775734672194
Presence of neurite plaques,8.280792508550496e-06,1.5609120036696846e-10,2.9872162228413224e-13,1.3715680593174214e-15,2.4570148160610373e-10,2.7234000875811795e-42,8.151162408909498e-275,7.221626105504599e-107,2.0186209822592504e-14,0.7527505189552184,1.2584273245487774e-55,5.021011648216536e-13,0.5409988950085828
MMSE score,0.08758983033930816,2.039687884065838e-93,3.9905936294494333e-05,1.5973711947285927e-91,2.3875562049639817e-111,0.0001637109043053601,0.0,3.756689775317694e-191,4.198083713023104e-212,1.1577038354691697e-09,4.628067522670391e-239,8.461668359037898e-19,0.26136564844614885
Global cognitive function,0.00014000765273600524,4.173758050303275e-251,0.00038109863378587596,2.9096185544395006e-44,1.2383512649254254e-129,0.052476565858626895,2.7857440472049444e-228,1.0340042932260387e-75,1.0664196562840616e-230,4.201195192884581e-37,2.7509475216685253e-294,0.020787033312312356,0.00021594156125376914
Global AD pathology burden,0.07181981550795935,4.48996691444646e-15,6.101001601803626e-14,5.28701516337208e-52,3.964106540668041e-65,0.0010288450121500954,0.0,6.054868137099476e-251,1.4691707453902957e-37,0.9951678250226859,4.2461899525306287e-48,0.07628383930316077,0.00035879531360014615
