,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
History of diabetes,7.363725634595893e-27,5.603886466242342e-06,8.479850350229002e-13,0.018259852051063778,0.01372273491865744,0.0698702997364474,1.1102703210462393e-12,7.309083272940602e-06,3.172393758472154e-10,0.0030170550944442188,1.2338629968126166e-20,0.574944664519712,0.008595270591357462
Cancer,1.0211774722518636e-54,1.971019877119384e-58,0.040455637582047475,0.3664825456984262,2.1808119316863137e-20,0.20137179311446762,0.524705410863977,2.389380082725819e-06,5.425877071197251e-09,0.002389507776439105,4.828113106446305e-12,0.3916606434417105,4.143430050291673e-06
BMI,7.092430481118688e-09,6.526142128495814e-27,4.2069449480504754e-11,0.9751591790384815,0.1508360285773346,0.021502125824820393,0.0016938658907386102,0.13844340329583538,2.7257536935578417e-05,0.02134142182095143,0.22831492677064436,1.3189955061586088e-25,0.02883558897977127
Clinical depression,0.024814873005936055,3.365425927049997e-92,4.357801897429032e-06,6.45503012906641e-71,2.1098885746362316e-09,5.543890469167742e-20,4.621083915948047e-16,1.9230816158642906e-13,2.0997054416178315e-06,0.31835728325511214,3.661262645810674e-06,0.00017279712315479732,0.010730947002766429
Presence of one or more chronic infarcts,3.504597709394041e-76,0.7855730574253286,1.1923860626667654e-10,2.932864576018876e-07,5.115130578493744e-49,3.4574523370611897e-12,0.001223909680714152,1.826341496698781e-13,2.5169855059161327e-12,2.1076314638349055e-55,0.414492410655273,0.9121467654835071,0.00021889608911532683
Chronic microinfarcts,2.5811702959718167e-15,1.768855614246397e-08,1.4336336893752913e-12,0.08313498103640375,3.282222423580918e-41,9.62177935260095e-20,3.225332507048953e-08,7.750916228612799e-13,1.188198696779862e-22,3.7186114161339884e-30,5.319566786776214e-08,9.00229345226515e-09,0.20330888663275948
Gross chronic infarcts,8.884793413367037e-47,6.360886492589327e-25,0.001959755164242216,4.4791188068369066e-26,3.926047628200762e-29,7.991008541504037e-08,0.017168320964963426,0.06172410825972323,0.0003928720854140912,1.0069461361984752e-06,1.3688485241160064e-07,5.0130709608346697e-23,0.009411619026330168
Arteriolosclerosis,0.6078342327246884,1.2960190101883448e-20,0.0008579623007172585,2.7234626941567443e-24,4.0552854538336055e-20,0.0004567193980619413,0.01444395070151607,0.033643992906136434,3.633681859746599e-06,0.6265307169718128,2.8935820953151686e-10,0.00227450821902973,3.701249271020615e-22
Cerebral atherosclerosis,0.010734068124272939,3.1756209423901045e-27,2.598003248574137e-27,0.3271376229723493,0.0002723790817468307,0.0687547432714542,7.474560419240342e-15,1.4908674368087052e-06,0.003018355173375414,1.0934314922530334e-09,2.4861964609029265e-08,3.800303396877136e-09,7.448061343792117e-07
Cerebral amyloid angiopathy,1.148068949021811e-23,3.1055859327159005e-126,1.6007005313543375e-33,1.5400077196405527e-08,3.887825908266181e-08,1.1978991513976433e-07,9.555118492534755e-27,0.0009583696728190303,1.5430579520123642e-66,0.00018064300905029117,0.011521169077408244,0.0022203749339240234,0.0001404855424224256
Lewy body load,8.235767824697212e-07,4.720301156359865e-16,3.2217627986928874e-109,0.0056557292568716715,5.5490010410874685e-08,7.873139836481093e-27,1.7024140447063634e-22,0.8547395951920683,0.002891512446046037,6.77617220899398e-05,0.0007423819782732899,4.26508364137946e-23,1.5989483472712108e-07
TDP-43 stage,3.044815191623457e-19,7.493138853669315e-202,0.040217866877196896,2.0375340142447252e-90,0.046661423102233694,0.1918522355154879,4.3424730507673836e-08,8.032008664264324e-18,8.500107594116576e-46,0.002728682491972157,0.10553183352132225,2.149733905132273e-16,0.00034227306160305976
Pathologic diagnosis of Lewy Body disease,0.09238741946717623,4.1672058002743896e-10,1.6706792711466114e-73,2.4560220852204186e-08,0.007854718778121168,1.7857056296437219e-12,1.3187946704491345e-05,0.49289539678514305,0.36422376437299653,0.6496128311321421,0.16590345160229303,9.146972772641885e-11,1.1391274410508688e-05
Parkinson's-like symptoms,0.6423493373277613,4.342915227735713e-109,0.9612744625342415,1.1009491519755442e-49,7.463278464577934e-43,5.189234399034639e-06,2.2052137067252676e-11,0.07845160598033865,1.138112608112263e-05,5.132233091527484e-29,0.0011225698530447613,1.5964090453445666e-07,6.046307678476922e-05
CERAD score,4.520854154647698e-10,5.678446377285613e-54,2.242386828913042e-36,1.001379027740751e-06,0.0006151023167349796,7.281034466473907e-50,0.6290303328694709,0.0002144015328481091,2.470954849124466e-85,6.199825954706111e-49,2.6806702906897243e-10,7.556049953792737e-20,0.160327067776732
ε4 status,1.0364665416290317e-40,3.7029260519475355e-41,2.991399936554062e-17,4.3947071296331675e-76,0.0001452044106386014,2.3121938360424664e-63,0.0003794647004181327,4.66677351673422e-12,5.339840376362783e-12,0.6208802413122612,1.1003345591008102e-25,0.02772818965983504,0.3567099719690646
Neurofibrillary tangle scores,0.35634894223750724,0.7971024896344273,0.0213050437108208,5.679739098423878e-13,0.00014156939521312638,0.0010872618961360843,0.5626272733640433,2.4313904049161823e-25,3.9007621892859255e-16,1.7056140967358507e-20,0.32576947894155095,6.46149049029707e-05,0.13899085283540244
Neurofibrillary tangle burden,0.0008016702976045478,0.1835807490161464,0.8056855279933057,0.1493321691391969,2.4608320797719372e-12,1.831943965239713e-15,0.030576574940841005,5.9033827874667317e-08,3.1744990186576827e-11,2.432368394790067e-57,0.3825283656881421,6.6182282450516315e-12,0.0003719952025737898
Tau Tangle Density,2.188231071189167e-47,0.10991524027158224,2.0011722394873702e-12,3.625094389230382e-16,1.4922813493657706e-41,2.3444911850652663e-17,0.0060479935557688795,0.0015199332417956174,1.4105634454897706e-43,1.9442589902206128e-35,0.6340593977192176,4.411736026778652e-23,1.47381728585801e-06
Amyloid load,1.7611795491276838e-25,5.6317285760840764e-18,2.368438905988463e-117,1.3865149238955032e-58,1.4353050585588656e-140,9.299583262895787e-13,2.0493623364631962e-07,1.0649899953611475e-19,4.393536175079361e-61,7.445121329053134e-47,3.182361377353354e-08,6.54150564429663e-05,0.0022129793987002064
Presence of neurite plaques,0.12799839743495697,1.3734087501397887e-19,7.350695718233552e-30,2.2945140424205784e-07,5.469669872143711e-18,6.361596463295376e-13,0.0015273828241629459,1.81770855870808e-10,6.659121400391505e-67,9.375500629442325e-58,0.00017160770363035217,5.901164128698817e-22,0.4622736695284413
MMSE score,2.616935184142777e-36,0.0001919014577085787,3.282338844068153e-102,9.991837977394308e-19,5.993220883331909e-46,3.142575738634956e-19,5.886512017814803e-26,0.0024249020825586345,2.2691091918498434e-06,3.269103054184221e-09,0.022251283202564493,0.016856776643018084,4.041031293812966e-08
Global cognitive function,4.752527503260502e-68,6.503963966464668e-47,5.91654244467406e-22,0.6206187157033223,4.830403750411931e-05,6.0618624498329165e-40,2.9538268706720566e-45,0.005255930759508603,0.054020487454619306,4.462198671232308e-40,7.5109337242314275e-06,3.477942202696982e-14,0.000349487470594743
Global AD pathology burden,4.893692221263552e-05,2.1743161044302387e-32,1.3147127102138564e-34,2.3133278749000688e-07,5.875175296832825e-26,2.9859126631371966e-32,0.4463707178372185,0.004742109943797061,4.707252813725443e-57,1.7799106039820108e-67,1.350194528429515e-07,3.665748485181414e-27,0.6601047491823011
