,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
Cancer,0.36946893530079405,8.539934365435358e-36,2.478994314845485e-09,1.6267692973752524e-120,0.0,1.3018723783975846e-71,8.316655575525968e-77,2.4128784187324564e-22,5.506231460286807e-06,4.4545677303612296e-24,1.288162567860813e-187,0.02339200497315028,9.231563367877981e-15
BMI,0.0,0.6216336653581245,1.862446120032255e-09,4.62470925957862e-59,0.0,1.1574202705690498e-208,2.3420083257667093e-281,0.00033002498033127205,5.0302790951257065e-27,1.4883267232520823e-11,4.8397579090035334e-269,1.9201421397997735e-97,3.737792523448316e-10
Clinical depression,0.18698708469309966,0.9238821654160577,3.079004402356519e-104,0.5601262986795659,1.840982510379587e-229,9.52636399063067e-223,1.650823820934483e-57,2.582213393939493e-12,8.20574726040344e-52,1.9624132267169457e-65,5.1079736485432995e-83,1.6164668911194269e-35,6.347458837308851e-34
Presence of one or more chronic infarcts,9.67511410666795e-109,1.2389811402464373e-73,5.595275521908933e-53,0.013161562264969028,6.666616258434747e-85,8.543208401047382e-230,4.6445846749799264e-33,1.1767080401465162e-16,3.8076892774162237e-59,2.344744788676507e-190,1.9591505999427207e-188,3.361818527190106e-11,0.7599619643769852
Chronic microinfarcts,0.027266509188359614,3.914921354690543e-15,2.796404472803139e-10,0.0,1.7861075185844614e-45,5.361134900328235e-179,1.717370391944263e-33,2.6086074956560716e-22,3.1119081706727826e-61,0.0,0.0,5.431371092344059e-174,6.294771632726552e-20
Gross chronic infarcts,2.2673620224809703e-288,1.1433382365030338e-63,4.12521373443726e-181,8.657653688444341e-41,0.0074783141307958,0.052949956647966305,1.2047507911689917e-292,1.5665990009328092e-184,1.1365452669742684e-50,0.00803644697737448,1.5356498311250848e-119,1.0815050013717875e-10,4.66778755546366e-33
Arteriolosclerosis,1.1781552851783864e-151,5.026974581034143e-05,3.75314999922658e-99,9.302048566080617e-88,3.62762316380403e-17,0.26631579549415785,1.1820257862322136e-263,3.4001211315625856e-34,6.485107729045262e-52,9.8638136725026e-74,7.115937392786714e-55,0.038867659127711465,1.1397594688849478e-173
Cerebral atherosclerosis,2.5417234545656454e-253,1.6458593707962198e-80,0.00169609596825033,2.2486469724880258e-48,6.311596848939909e-05,2.4413470232166978e-120,0.0,0.0035535384088080367,3.7639109792831383e-11,3.802437899990993e-15,3.1783513847275476e-13,9.437757284768193e-16,1.9303264041648699e-28
Cerebral amyloid angiopathy,1.2319726784813643e-94,0.03985319725240121,4.1386848490886216e-81,9.509225507858071e-05,2.051483507042437e-213,7.748634080690009e-55,6.348158056130008e-33,2.787037398612556e-69,0.0004747286885716771,1.362682245990603e-32,5.5287900895646683e-154,6.035840995608934e-153,0.8230875948058111
Lewy body load,6.758107953450108e-77,0.16067977560117774,1.5065963547875877e-147,0.0,4.2092345945374155e-06,0.0,3.1132713727468e-100,2.0440744138895097e-45,9.252617455271526e-51,0.0007991887657006424,5.946405105393336e-34,4.9673942805333626e-64,7.805416221632301e-29
TDP-43 stage,5.4121800924759686e-05,2.03124733897735e-24,1.8069183462416123e-93,3.5150674402882345e-133,0.0,1.950785640589749e-42,1.4695110577316317e-155,3.9759419701001614e-79,1.33714123814906e-53,0.0023044449586842094,3.117107523455969e-13,3.7054512221877996e-13,6.612773253100661e-13
Pathologic diagnosis of Lewy Body disease,2.871199393186515e-22,7.766037624487777e-33,0.2885567241499335,1.596634425820496e-142,5.630652073564731e-251,1.7991807740046826e-185,2.926788830842513e-187,0.30327123393782063,8.714118068706404e-17,3.75770909960008e-18,3.2271566042184413e-90,4.47292111958604e-25,6.325163688262071e-30
Parkinson's-like symptoms,0.0,7.62558133396968e-68,3.332192413317824e-113,1.0926323815922108e-146,9.675910002568173e-100,2.3141910858264243e-65,0.0,6.047857743352936e-105,0.0001063933305868818,4.2644506340965115e-34,1.2825407161549172e-07,2.4778421353972228e-09,6.766688876253919e-136
CERAD score,0.5819087155487965,1.7068584272472684e-116,1.8589243790908326e-06,4.430786356986611e-66,0.0,3.5861155152985535e-37,1.8317236564545107e-06,2.5988051106345158e-05,0.1649706604807588,1.1820663805755256e-58,3.8684219746043523e-222,9.339307210671832e-95,1.4015338464976177e-82
ε4 status,0.0,1.8720076364676978e-51,7.135664415144844e-41,6.449666502925788e-15,4.1603452462673983e-13,6.26811773700698e-40,2.365035065549946e-19,1.8545728719303134e-64,1.0025837361998302e-17,8.732253818514267e-20,8.61034755737425e-238,5.459317578629172e-83,0.9557352357080883
Neurofibrillary tangle scores,2.0039965629560498e-44,2.1299228256490192e-44,0.5824008661651234,8.419211578811622e-08,1.775179824336864e-18,7.418989161666256e-288,1.64802246024765e-17,6.229095866691549e-08,0.0924392747200134,1.2774989221329978e-15,5.115399236997485e-53,5.607269288591608e-10,6.88968974702342e-213
Neurofibrillary tangle burden,9.060113224231149e-129,2.7953006233981615e-131,8.399045281401943e-06,2.103497574983518e-132,5.002782110068218e-18,0.0,0.10161354852938767,2.6782584194114197e-19,1.1005182780919186e-13,3.831385125548624e-13,9.471963346144317e-21,8.491332721829919e-22,0.0
Tau Tangle Density,6.504641604561671e-79,3.505622426879695e-36,2.0358443030789816e-21,3.289366342253716e-269,6.950236036001847e-95,0.0,6.573174852143683e-69,1.1810076189211277e-21,1.558319450214023e-12,2.0658784896629934e-37,0.0033982178354214428,2.2735967330941376e-20,2.619168126872941e-181
Amyloid load,1.0317803078867978e-42,2.5742114549065965e-183,8.517344899914485e-19,1.4889418339525962e-13,8.377853755724294e-110,0.0,2.70705270475494e-38,1.201246698861559e-05,1.2372997947605006e-20,2.9896779514073553e-34,0.0005935872326293557,1.9957408665082047e-86,1.885976043375271e-16
Presence of neurite plaques,0.29505597151013396,9.264206245241152e-31,2.671314093497118e-37,1.1900809021009322e-35,1.4534068007980958e-260,7.57674260337848e-144,1.2198439162323024e-40,1.3599165689878412e-61,0.5420459469857679,0.09655599890762341,2.9285234224074434e-150,8.945497898622713e-32,5.92191902793402e-05
MMSE score,1.4424073658685238e-45,0.009145080498125586,4.97868260702025e-44,7.298375157436344e-86,2.189150173205404e-18,2.3165228443309657e-17,0.0001803781706224489,2.616702357406153e-90,2.6181568820458e-18,3.8993992877078416e-16,9.213398847571039e-09,1.435505037565085e-35,6.988006649355079e-11
Global cognitive function,4.963209276767872e-83,4.111730060240118e-06,6.642637018209323e-26,4.715982775895434e-09,3.266870975040413e-73,7.082465032772258e-05,2.722406920146487e-88,1.8596978959992089e-90,3.260282421966745e-08,0.0468774549510231,3.6079190501678074e-20,9.039713988224675e-71,1.4247885081171382e-16
Global AD pathology burden,5.398340916294168e-13,9.477717092203343e-141,1.580859179828775e-09,3.309304366037542e-134,3.731013785078152e-174,6.268860712608223e-148,5.042656432806509e-08,1.446368601423309e-05,0.03759696608247801,1.1908627225602106e-71,0.0,5.544796349658568e-68,0.00022072917651730036
