,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
Arteriolosclerosis,2.982342751766058e-82,1.455213414390097e-46,1.5992195684496805e-64,0.023560469507973778,1.2125665178241163e-39,9.463116594889871e-108,1.6852458191514814e-175,1.1796557249922974e-25,0.00012884307006107596,0.24845887974540326,2.0359519546853514e-22,0.0005455545437118422,0.0006369405071532557
Cerebral atherosclerosis,2.8442411596037537e-31,3.7238941805396e-57,0.9098138422119801,5.661101254985576e-18,2.2848103379931556e-08,4.1769842119809057e-69,2.630258146903279e-15,3.4691949100017824e-45,3.8296292314796863e-228,3.471587952754333e-56,0.023053316628122027,2.8054816587272893e-13,2.3415060277150033e-10
Cerebral amyloid angiopathy,6.902823231551834e-19,8.39980748057559e-33,5.206145625956585e-15,5.3589126882846795e-84,0.0004154440004552844,0.026134004274824513,0.07227285792980723,4.5665038527819597e-10,1.6801040005892147e-35,0.5690858282747246,3.483224434391326e-45,3.538750579153422e-12,4.496402736321508e-40
Lewy body load,1.7717236951114084e-35,7.660569423820378e-41,2.3846152329077414e-85,1.0466626977897542e-69,3.0315127749595135e-17,7.978114284240219e-160,5.5712254827677054e-30,0.02233341163141417,5.462704714681133e-40,3.4270786037627566e-13,4.0428822076684777e-16,0.2205382738527636,4.72636818973326e-08
TDP-43 stage,3.843643284674953e-47,4.257509587467138e-102,0.011547611169160437,7.007086456767708e-204,1.2656252322523777e-167,0.004147182250328515,4.570337152168943e-06,1.7192386088537335e-05,1.117753070887501e-70,6.31000558096098e-49,1.236592441804495e-59,5.683366420088043e-10,9.676797495877442e-35
Pathologic diagnosis of Lewy Body disease,1.2763215990313158e-63,4.7507982084665e-13,1.840547011584422e-08,9.02872786948253e-50,1.9244774061135722e-22,4.986428630805827e-243,1.7039794288746055e-92,1.3146066015342554e-06,3.0435401761591864e-16,0.049422238617087604,1.1800727730874046e-06,0.004067391283393104,3.58839331356278e-17
Parkinson's-like symptoms,3.818748244659022e-06,1.5228845569169708e-115,4.533744090716004e-126,0.002533667585524553,9.953513983192798e-202,9.277030277511513e-64,1.9375162035053673e-39,6.744741109753008e-45,6.252975131731322e-227,3.5347884171864516e-135,0.12027056445923766,3.1532178677392564e-53,0.14698024386649566
CERAD score,0.4021203843101485,0.45349162306742763,2.256002074724441e-103,0.5625857395261902,0.0429878677492187,1.468903107559724e-76,9.824786451595628e-28,5.98385965782534e-11,1.9829772998619922e-80,8.51888711817601e-21,8.737793625959664e-49,3.3826416828995468e-105,1.849900375510728e-39
ε4 status,3.3266234629794294e-38,0.16274295686098827,3.0178898002019036e-06,7.085272109289412e-80,6.6457067382184105e-167,1.2520078748048672e-10,0.0002111960916891858,1.3767867678169206e-145,6.860351724589388e-38,1.4851670075456038e-05,0.0009290652815874048,4.653131224875359e-34,1.5334043066518296e-27
Neurofibrillary tangle scores,1.3051756624858384e-44,1.5418272594831493e-23,4.105926408101685e-06,5.5823980090109454e-37,7.125526068630679e-05,2.413251016881819e-88,1.3112409818496627e-39,7.8758377038994975e-25,1.83462706693222e-42,9.961065716072698e-08,2.609654166805664e-16,0.002997073498181046,9.281889826354652e-29
Neurofibrillary tangle burden,2.966754273622943e-23,2.75097149038763e-82,0.00014888326133137344,1.2821025537526366e-124,0.49384198599574547,1.4738737844491457e-82,7.332133728581331e-78,0.05216070032627817,4.691249518687571e-64,1.184054127947797e-17,1.5402398272279986e-64,0.06660519238267971,4.4263692932774284e-13
Tau Tangle Density,1.3101695360065042e-127,2.3668457836345146e-38,0.39932031119855516,3.2533732446779077e-46,0.12438700880729031,3.2080158582920956e-30,0.002386264080290834,5.773034027979285e-26,9.331052409243923e-128,1.2431563278579268e-33,5.456123654077374e-150,5.912308951960893e-14,2.479351590676781e-17
Amyloid load,2.51901573466212e-29,5.508729175089928e-13,1.5384381942430568e-73,1.1994407965730957e-16,8.392143272379564e-144,3.1587037694428756e-161,1.1566625993655067e-14,0.007022784738547878,5.745145840964034e-75,1.5612572459443167e-36,0.008614900718521912,0.010754395506350543,5.058252993643765e-37
Presence of neurite plaques,1.859905223391253e-07,0.00014501157497659976,9.41256507833162e-12,1.6400580599252792e-16,0.9494845998737955,8.091460363417483e-165,3.9166987670272997e-41,3.056116664640543e-14,3.275678883484758e-30,5.131713097923962e-16,2.768780616415692e-16,4.765631599186224e-48,3.1823308739695605e-29
MMSE score,3.4744743076161993e-09,0.4051820918673541,4.7390093619106695e-31,1.8489291472305482e-16,9.011094517831116e-19,0.0050776033756360995,1.0603898990870171e-07,4.9667602255005064e-15,0.00010384567330614232,9.882266452410097e-44,0.27952774627464994,0.0046058666323968225,1.7161787201736746e-27
Global cognitive function,3.6098294757218276e-57,1.061261868722788e-25,1.2224550831231695e-79,1.5916887192173963e-19,0.106805700341181,3.223933902542748e-29,1.7438238491573308e-06,0.05565293443351689,8.379490924362342e-22,0.0019049201888795644,1.6007036309615948e-28,3.7372346232527023e-25,4.59641310890477e-41
Global AD pathology burden,0.00019510026328300586,0.22033259184875875,9.957113183234736e-30,2.054335021073681e-21,1.2064180298525303e-17,8.932380240012436e-122,9.683756907017974e-41,2.7986340092233302e-05,2.9238689397478377e-70,2.1371523401747675e-38,1.410804538082219e-62,5.289523339380918e-50,1.6931198275396334e-25
