,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
History of diabetes,6.49289347559544e-267,1.2886716125218664e-08,6.86507502764908e-08,0.5178449759476034,1.0281417548096337e-14,6.675781267572312e-290,0.6909212706446501,3.6336034459639575e-64,8.073796910743331e-07,1.6615715822549583e-41,3.6235223832839095e-72,2.0341725056096176e-22,0.551419469674365
Cancer,8.256739970563586e-306,2.401594652415126e-25,0.3381862032253885,6.596331948233501e-140,3.09049005443747e-103,1.6221871838210176e-32,2.84678857938261e-84,3.6990490996346717e-34,4.742805960581436e-08,2.222764802757995e-09,9.952617335299383e-169,1.923775257859285e-06,5.204377649530987e-09
BMI,1.8542031392202557e-81,1.8366595327081334e-73,0.009747789860464684,1.2258009134706543e-05,9.955841395928494e-25,4.66826716692694e-06,0.6189647009425085,6.079414095048007e-67,6.663248339929255e-46,3.43763107313428e-90,4.991846696783733e-245,1.9774509881266175e-10,1.486590595557311e-31
Clinical depression,0.08592069114605155,2.048931946085921e-34,1.8898726471006814e-220,7.217232410573611e-163,5.489580305621593e-33,0.0,2.3146491238592064e-32,2.8355227521442326e-230,0.07743803496485732,2.344684397594132e-27,3.0238847488824564e-11,1.9584118420949116e-53,0.0007732499738287245
Presence of one or more chronic infarcts,9.909233308855947e-24,2.6975197539781774e-189,0.825870691594972,3.2887837940888157e-139,0.3511665497640979,5.297243730252679e-45,2.782301307544859e-110,2.707146513970045e-11,2.7604866424550377e-78,4.550319784532889e-121,1.2693412175651183e-45,0.05624124033838525,2.5195671948339893e-35
Chronic microinfarcts,0.6625065039712961,7.805148866512286e-115,1.939620892364096e-10,7.626268914662951e-99,8.028316485837707e-138,1.299863435442323e-16,4.852601458313081e-49,3.9889244730640695e-42,4.59137188940329e-07,0.0,1.0890043448960169e-17,1.055911644715416e-183,0.14879205872185008
Gross chronic infarcts,5.426357389090175e-42,1.1390558579710069e-113,8.560627554031725e-16,7.79762873754235e-25,3.343585330680821e-33,0.0,0.02262288641587282,0.038387973861511715,1.752202691478934e-296,0.24507554876298554,2.8990641079920487e-202,1.2012786411992329e-35,1.5572002381573516e-18
Arteriolosclerosis,1.4427427833483234e-83,1.4470378965848004e-17,0.8215604062191655,4.629038764099951e-20,2.6208784256766364e-15,5.847911803560477e-142,1.2028720314347248e-13,1.6111713969821616e-08,3.4850072971418677e-19,1.6191520498717214e-45,0.3014871552935847,0.739181836581564,0.00095450201213888
Cerebral atherosclerosis,6.154916302583081e-05,9.213570922566039e-182,5.783107984519422e-33,2.621550792192031e-10,0.35821740799108825,4.86794478870601e-39,0.0611864864946661,4.66953350708548e-40,0.1450769042090013,5.1135687861283e-40,1.1940440280320587e-40,1.1983986901765792e-15,1.6996564120614224e-38
Cerebral amyloid angiopathy,1.1407006109819256e-16,1.0230981981486893e-120,4.8546754972244145e-120,2.6264052444001037e-20,1.2038227100131864e-06,2.3974074990097504e-13,0.2838933602752147,3.247510116101478e-19,0.014082739346748014,1.0102277695179438e-96,5.063596129832593e-37,5.378859004753464e-51,3.6599171519359945e-19
Lewy body load,5.0870690884648274e-71,2.797091940498284e-116,1.0464099703924129e-91,1.3054711778451354e-30,0.0,0.412704829946306,9.196881951918874e-78,1.4702816159080196e-46,2.9436859904280647e-06,6.291326218790727e-66,1.8823517646256085e-13,9.186084185422485e-11,0.06192541661607855
TDP-43 stage,5.980505534330364e-142,6.258347817276035e-228,2.068946667857491e-178,0.030685581944853043,5.970033542198787e-37,2.236506458415163e-25,0.01075447095949813,8.631182459318626e-78,0.0006511711587141825,3.786234965892958e-19,0.5269736946840082,0.37492102966260954,8.752083482530711e-30
Pathologic diagnosis of Lewy Body disease,4.03169114670292e-80,2.302224597829586e-75,2.098547014907687e-65,7.896456666524409e-17,5.283832643088839e-255,2.2384688111493744e-162,6.959703259269509e-08,0.16572648703328674,2.1918651088828218e-16,2.1794007626900077e-49,1.129294660680959e-68,5.8962458986334515e-18,3.4756308086559263e-16
Parkinson's-like symptoms,1.431540777488373e-82,8.467390769224009e-255,0.7426230848537014,0.004161063914209431,1.4368423216891823e-74,1.0461524515345216e-158,3.0450012547342226e-84,1.9588496974844702e-17,0.10162643378819733,1.0001666612373424e-80,0.04956755718668701,3.9089246126432165e-24,7.943995609037028e-34
CERAD score,1.450071047340397e-14,0.0016431516932541056,1.1552038901500884e-37,2.1171050149395004e-208,2.0895037874263244e-72,4.237786169364849e-14,1.148550349001077e-12,1.6376189790971077e-30,2.9019096421175903e-28,5.348180185082665e-34,8.592900076552056e-38,1.2630179156901597e-05,5.0406787166340475e-62
ε4 status,2.2422833599307746e-41,1.3283806779638221e-14,1.2465117339772912e-141,2.6376655506691473e-134,8.711020192445161e-46,5.189482982285056e-28,2.3973453326805766e-11,3.4875583188650694e-140,0.0007350477257565988,3.5570087344362587e-72,2.5957607665506487e-58,0.26395986493948054,4.395209508212259e-27
Neurofibrillary tangle scores,0.0010665294293817928,2.5568093320556245e-23,3.5187453858079477e-15,2.512241758070788e-87,3.7258256855679904e-93,1.6839129702272448e-51,2.3368285488985203e-14,4.832636448589986e-31,1.2246350903764779e-102,1.1175001844252579e-28,0.8346175650832366,1.2938692567474953e-08,4.4144771227746544e-38
Neurofibrillary tangle burden,2.5852631496562254e-08,4.644215880035733e-227,0.0003490236240861591,5.8292905995725204e-145,1.7761249121825475e-91,0.0774429895472557,0.035876633975010015,4.674956567069229e-62,1.4060625395058295e-83,8.640123958143057e-05,1.3190445915092603e-16,1.342361973566174e-31,1.0851565392557868e-41
Tau Tangle Density,8.325011259475243e-57,8.2333759767031525e-53,4.816288997500469e-67,0.0,6.930676333519173e-29,2.4521255442091473e-17,6.210942387463787e-12,0.8981888004311771,2.323779772594207e-73,2.8195730675533734e-27,6.076734755205123e-19,2.9251218555634044e-08,1.913219680418496e-54
Amyloid load,5.393645260847704e-90,6.429626849308978e-38,2.826771843613954e-19,1.6917991439229504e-306,0.0,2.6907971547528136e-05,1.0269038815060986e-114,3.085711775502893e-135,1.7502895881695684e-29,1.056732412578362e-13,0.07029276952773399,4.260442794650942e-70,2.760087527343647e-33
Presence of neurite plaques,5.622696048930502e-12,0.054542935230583456,0.0007854815535544381,5.348195378874229e-113,3.834471951954916e-125,1.3014538162190782e-72,1.7242950937452918e-45,2.5350765329669147e-59,2.025513745549445e-113,3.9306479705237484e-07,4.5505361544703554e-23,0.002872695978563397,2.361794385974668e-29
MMSE score,1.5461415535241772e-06,1.3688412420868104e-16,2.8099293180365806e-86,2.322442330030078e-75,1.2273731040450677e-148,3.579442638094398e-58,0.00032741496840509726,1.961364224572895e-09,0.0005639444405679397,0.03267822601037581,0.0020862366438633134,8.0604548066364105e-25,4.0940456489480916e-47
Global cognitive function,7.482217875631356e-15,0.0012682574289108676,2.2192236365317664e-45,1.1820297765988097e-35,3.95467387671162e-33,7.538776448890458e-163,2.0506089585432568e-27,0.0860031696249511,5.478721499951711e-40,1.139907856987217e-21,0.033336137602272276,0.49573333017462895,6.943522758803681e-39
Global AD pathology burden,5.2503671334728546e-40,1.9390024945226793e-12,9.80357832084819e-10,7.572582373339141e-199,1.0359859223615544e-169,1.9302243285204285e-12,0.836385154871606,1.6565977320732075e-23,3.1075641062286286e-60,2.4207704175839995e-35,5.831631204554414e-20,1.0815914447252393e-17,2.223539875521247e-62
