,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
History of diabetes,2.451816802481087e-15,0.00015032517962689832,0.7126665098667324,0.041008512055620845,0.028000265185796437,1.2104933088631774e-06,0.005375477393888227,4.036122759212968e-07,4.70424228281704e-30,4.969462743659045e-13,0.06612320548599261,0.0005948418710739793,5.250131409497646e-10
Cancer,6.438276699730616e-45,9.147787553210338e-05,2.6003002398344358e-33,0.0003010045999686591,1.4957107803849913e-10,4.250726821422364e-10,1.9589457416227114e-07,6.388078245123887e-05,2.1480735227833348e-08,8.535374429078837e-16,0.717990354863586,0.02744378548331293,0.42973075641214176
BMI,8.48600859811617e-31,3.3907001163883865e-21,0.6466186239593859,0.006753142965830288,0.426780747989684,0.2582472343726777,5.560665994933373e-47,3.0306822524327456e-09,6.805691465431666e-39,1.8007203335337697e-26,0.02405846081583739,0.004208436996280531,0.35205411754261906
Clinical depression,0.2140856206896845,0.6766432655276158,0.049098932134938184,4.6972544200419256e-18,7.776925733280975e-41,1.322314493326568e-07,2.1542447544330855e-09,4.29753544643846e-22,3.4588459394242185e-25,9.101034702862014e-15,0.24796089905425434,0.04721283773555749,0.7408912882413603
Presence of one or more chronic infarcts,0.8923131407414494,1.7198187666569306e-44,5.151020179499873e-19,0.027776546083577037,1.2029237169628742e-31,1.003106557131324e-15,2.5815573504311972e-05,0.0003281084293376585,4.7604101520480266e-21,2.720673354168646e-40,0.04912933094382887,0.013820718370012306,0.18557460086570055
Chronic microinfarcts,0.07204310134773517,2.646256108868978e-38,2.430192488896777e-58,4.674382603955467e-07,0.14128354217106165,0.36542499529207007,0.017632681145656998,0.0011750431100846532,3.9003773355490514e-31,2.9433325316987546e-37,0.6923984822876192,2.715204827548933e-43,4.20678279637291e-05
Gross chronic infarcts,0.005352982894127697,2.078757568492722e-38,3.0607440790846687e-06,2.3659928741049205e-08,1.9100054188174327e-05,9.264748531863426e-11,1.8259266108552045e-28,0.8473816944512147,5.289140461921389e-06,2.700010302482609e-16,0.00012636863236454234,0.05802140458206862,0.9918669266751412
Arteriolosclerosis,1.3691569282499165e-29,0.11398864651226798,0.0014076676440925556,0.0040865768654409235,1.4976048749098453e-07,0.06014249526837117,1.1915336010958217e-39,0.541719280551568,2.4860147471486885e-05,0.0069741643837741875,9.375767217338221e-07,0.2680598217594611,8.221063791738566e-06
Cerebral atherosclerosis,0.21277174670619436,7.097878145020875e-21,2.013328484299043e-06,0.0016087225977580485,0.16084161719709678,2.0173680910852463e-36,5.934072510684491e-16,0.013306829771091168,3.9788041263398116e-15,0.08371866615140182,1.6061361267349387e-05,0.05511166391133085,0.5846579702947481
Cerebral amyloid angiopathy,1.728035019813769e-14,0.005087326515953921,5.288028337239682e-20,2.357349927750285e-13,2.134537307404441e-08,0.00023218400514991513,5.463945110234394e-12,0.4135148526936637,5.447511802798905e-20,0.0001217163171414443,0.1477650382804844,1.9085090707494226e-10,0.4458304342394782
Lewy body load,0.00028042397873666736,7.8998895946991e-15,2.3319982320438124e-12,0.33589646358609804,2.554183104735968e-06,2.6912340071337084e-18,1.0431454093523313e-09,0.5038927847632868,1.630865832407454e-06,0.004865586049940631,0.17871004064347784,0.026538829433333754,4.090303046472771e-05
TDP-43 stage,0.5094578999458195,3.994072096765543e-29,0.06939505690824539,1.2499134759773604e-24,6.029691529614843e-08,1.5281619114420748e-07,5.410921391037303e-14,0.12479971722746562,2.2529776923002434e-05,3.8450481549718555e-06,0.18041770910036126,0.7115459638542474,1.0483961389096675e-10
Pathologic diagnosis of Lewy Body disease,1.1835069645826274e-06,1.3620549761115127e-10,0.0008009192451574079,2.153972964452591e-05,1.1244958616441867e-10,4.650208978470933e-09,0.34846244988776776,0.0016045124696239046,2.4678309498716347e-14,3.893906831956575e-06,0.18495443005521872,0.2829109392036221,4.8162020342061264e-06
Parkinson's-like symptoms,0.19472353935878983,3.892137784319333e-24,1.874300403520326e-12,0.00011982035439006607,0.0016328078906234413,2.318893660031279e-17,7.428282501256539e-46,8.992957916765192e-11,0.325047028438297,0.10790182124054087,5.386866242704219e-07,0.42633960424862993,1.4124736307096255e-07
CERAD score,3.4706190881713324e-10,0.5596017274484129,6.897394427600101e-06,0.8627994835595707,3.318561205948982e-07,3.69466417345451e-30,1.171976923628469e-15,0.24707887844904353,2.920250488578812e-07,1.137993490892441e-31,0.00012078147126313752,0.003015366571479799,9.822755677825114e-07
ε4 status,5.820268538836937e-08,0.0005515692801026155,0.6680669080002599,0.022258017249394402,2.4367855008572447e-14,1.7526178475956797e-32,7.242204488516956e-06,5.8929272709341535e-27,4.255761926241089e-05,6.102495041715064e-20,0.15282072175562103,0.006789861556782332,0.5435232289908462
Neurofibrillary tangle scores,0.030392285289919503,2.1766179451136224e-07,3.295978434281338e-06,0.25480720087981046,1.2368462683911484e-10,2.0187788969758155e-17,5.298743188257594e-16,2.643767441440822e-15,0.08637697003040697,0.001111782299044513,0.6696091916978113,2.3522562139820555e-05,0.1156788478947195
Neurofibrillary tangle burden,8.171559376179915e-05,6.030340552030317e-53,1.2418801015441776e-33,0.23997562503235392,0.006370402400215164,1.289498863281851e-19,4.088955362547976e-22,1.3776937785086873e-24,0.2472943184868559,5.076165633681826e-16,0.1497980542721197,5.451414017904013e-12,0.5035116461886981
Tau Tangle Density,4.484584600037195e-07,5.765002458367179e-29,7.155026555940809e-58,0.00011961436646563128,0.0001459803894671449,2.3202828341372497e-38,6.412784461860567e-34,0.00019960108745520003,0.00011523637979016598,7.2152975196482205e-12,0.1781979145806819,2.423958613750805e-06,6.857020948785429e-06
Amyloid load,1.7882540230315234e-18,0.43604766495185443,4.8964919456210085e-08,0.5109399718777967,5.641109035439554e-57,2.1593680989079022e-51,4.88740750402729e-49,8.346342640808466e-28,0.3658170029433411,4.378422011615883e-12,2.576284522982684e-07,0.00454574238229336,0.0002733366812866787
Presence of neurite plaques,5.964935400240113e-09,0.3579872489428205,0.07725874341996868,0.946768311637048,6.326874122998268e-10,1.8264595474851995e-18,1.8906339904655499e-10,2.3545177673227464e-15,0.22268329257268238,7.838315879833305e-21,0.0002618865964372129,0.021065027179514084,0.0003715407347214831
MMSE score,0.03167697668374805,0.7529792491945118,0.3594114707590197,0.00045853183390367894,4.363750452800579e-13,1.9330368468793437e-11,1.0005046869121365e-44,0.27366549380601046,1.5064334794461041e-19,0.8704917174074913,9.598464504544543e-11,0.05167256822449263,0.24848123791707777
Global cognitive function,0.001501699502556339,1.8632552054988397e-05,0.00035682763606959423,0.006798521376905604,0.3758092336825767,6.557606976395624e-19,7.934437254094865e-100,0.0017672906177565422,3.8303334800952614e-22,7.507942020402508e-17,4.047939710560065e-09,0.23803096490414066,0.0004724543092582693
Global AD pathology burden,1.718663090799588e-14,1.1375208524301207e-07,5.756705215142152e-12,0.2272737734201391,1.9910229124617004e-10,6.241070558828347e-33,1.6456989058081413e-22,2.1947984520840593e-08,1.734845890286083e-06,4.861635416369624e-46,0.12108656386608638,8.602585203605701e-08,0.001991647865028945
