,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13
TDP-43 stage,1.2892919356958127e-70,0.7463304690718846,5.7590533583689036e-05,5.2699719375737905e-71,1.4670626968389975e-119,0.0008466994666651524,2.8849829026496192e-08,8.365979665487545e-27,4.103680068023549e-178,9.090478179371358e-13,6.203272722831304e-23,3.686411224009072e-11,2.5236552452469545e-10
Pathologic diagnosis of Lewy Body disease,1.092416124261767e-29,6.019297677151111e-40,1.6336209649045765e-19,0.0010142417912314622,0.6646844182458307,4.708833094288763e-37,6.450182703359757e-188,0.010596380899264842,0.5734225562372547,0.0005278053977775728,2.092318228629794e-115,1.0142856504756574e-15,2.9212177945255977e-41
Parkinson's-like symptoms,8.128691955766681e-99,2.726886115174113e-75,2.3039149535770225e-113,0.2670167512971805,1.5580329210239057e-14,0.0025398283678020055,6.169995800108182e-169,4.2329625585336156e-96,3.0652160666687203e-07,4.350523538346452e-12,0.08912733629650922,2.3820774500390805e-37,3.2913287973974477e-15
CERAD score,0.2710592765155919,3.8788641358281197e-53,0.02066708409343603,0.3446306790789905,0.1670967250367683,5.644496127265859e-21,2.2170008171664923e-83,0.8675077096718118,4.851607396616795e-76,1.6690968663560414e-84,1.2918841712248462e-52,4.482019082205049e-41,2.0828298344968083e-29
ε4 status,2.2916162323759712e-66,1.4361720928811443e-109,1.3215778209982706e-18,3.093958592736029e-29,5.754420339696975e-20,0.005419370024449636,0.0010821507502333052,9.304759972079137e-60,0.22772290506359005,0.015256388053861251,2.58082289027216e-62,0.04778849394238121,5.534285233953729e-16
Neurofibrillary tangle scores,1.0602431390768505e-10,1.9643570690206782e-100,0.013017971010576262,1.3965047035503563e-16,0.01776321404733693,1.0273249193225698e-31,7.337912413378986e-30,7.332132435711054e-21,2.3142399293370898e-45,5.2494303070355246e-05,1.6094426436491998e-08,3.214877371034018e-147,1.6192606970448608e-23
Neurofibrillary tangle burden,0.030333816495842592,3.262730680345886e-246,3.104890047814702e-08,0.030797815190412053,0.0004545965088770485,1.538174923508881e-64,8.886521904599085e-10,3.975448599893213e-07,4.163762915655677e-45,0.004378387007924027,2.2150244087819508e-07,2.594075471614203e-257,4.1812161299171425e-33
Tau Tangle Density,7.170755317143279e-06,3.0146820461152952e-158,7.04677115447581e-44,2.1914103731547252e-10,4.338778868112625e-45,1.0930527187830956e-165,6.420861396449098e-08,0.05304869599322199,6.860002855852439e-31,0.0005525510257973787,4.060057207154929e-05,1.2994560653914325e-196,7.347535721865066e-07
Amyloid load,1.798514837002825e-11,6.2059483855837105e-25,6.812240784388907e-19,8.496264736399792e-14,7.826775766255748e-20,1.2517710492863832e-80,8.20166462958645e-163,1.6665648964143992e-17,2.0161252496648895e-40,2.4283235707564345e-08,3.424170939964361e-44,2.8909272487621405e-40,6.657643898624242e-13
Presence of neurite plaques,0.9968745414751554,4.146712386807922e-37,0.956306637336217,2.6844967700235183e-05,0.00016030160726544475,7.468244487868798e-20,5.801237361431209e-92,4.329585030330293e-45,4.0308337288925117e-113,8.280872261949651e-44,6.176533712145416e-20,2.3821844142602385e-79,0.7659424072276737
MMSE score,0.00056410883458755,2.300267574264904e-22,0.00016567476004815293,7.19023274932231e-58,4.439177137425055e-32,7.443609283050345e-06,0.5174235757534854,1.9293790240212837e-39,0.0017953485890882723,9.772353114804987e-07,8.364093099540338e-19,0.2928965328812584,6.0471887895448395e-25
Global cognitive function,1.9372122497789236e-09,2.8351045843282216e-73,0.9017787227865851,3.4172796847071104e-32,5.399898232430409e-35,4.62227605026751e-05,7.946652872455015e-26,1.612826854982322e-42,0.9648754960918344,0.5359168302638175,0.0002892259437833032,1.4045676586336676e-12,0.0002368051057337367
Global AD pathology burden,8.287103735251769e-08,1.8546850801395193e-63,0.7906746306502738,0.22934369446013014,0.011291303910947941,2.8078818580466695e-50,3.9891959392384086e-64,1.2002871686757416e-07,4.4528837283253183e-63,3.8971024498572247e-22,7.0581548275585086e-65,3.0548401515019357e-99,0.04931807626286309
